Title,Link
How to refactor this code? An exploratory study on developer-ChatGPT refactoring conversations,https://dl.acm.org/doi/abs/10.1145/3643991.3645081
Reinforcement learning for optimized information retrieval in llama,https://www.researchsquare.com/article/rs-3847100/latest
Specgen: Automated generation of formal program specifications via large language models,https://arxiv.org/abs/2401.08807
Large language models for qualitative research in software engineering: exploring opportunities and challenges,https://link.springer.com/article/10.1007/s10515-023-00407-8
Automatic smart contract comment generation via large language models and in-context learning,https://www.sciencedirect.com/science/article/pii/S0950584924000107
Llbezpeky: Leveraging large language models for vulnerability detection,https://arxiv.org/abs/2401.01269
A disruptive research playbook for studying disruptive innovations,https://dl.acm.org/doi/abs/10.1145/3678172
Llm-assisted code cleaning for training accurate code generators,https://arxiv.org/abs/2311.14904
Generative software engineering,https://arxiv.org/abs/2403.02583
On the reliability and explainability of language models for program generation,https://dl.acm.org/doi/abs/10.1145/3641540
Greening large language models of code,https://dl.acm.org/doi/abs/10.1145/3639475.3640097
Enhancing trust in llm-generated code summaries with calibrated confidence scores,https://arxiv.org/abs/2404.19318
CLAP: Learning transferable binary code representations with natural language supervision,https://dl.acm.org/doi/abs/10.1145/3650212.3652145
Genai-powered multi-agent paradigm for smart urban mobility: Opportunities and challenges for integrating large language models (llms) and retrieval-augmented …,https://arxiv.org/abs/2409.00494
"Deep learning model reuse in the huggingface community: Challenges, benefit and trends",https://ieeexplore.ieee.org/abstract/document/10589852/
On the evaluation of large language models in unit test generation,https://dl.acm.org/doi/abs/10.1145/3691620.3695529
Assessing ai detectors in identifying ai-generated code: Implications for education,https://dl.acm.org/doi/abs/10.1145/3639474.3640068
Enhancing genetic improvement mutations using large language models,https://link.springer.com/chapter/10.1007/978-3-031-48796-5_13
Llm-generated explanations for recommender systems,https://dl.acm.org/doi/abs/10.1145/3631700.3665185
Studying llm performance on closed-and open-source data,https://arxiv.org/abs/2402.15100
Codepori: Large scale model for autonomous software development by using multi-agents,https://ui.adsabs.harvard.edu/abs/2024arXiv240201411R/abstract
Code summarization without direct access to code-towards exploring federated llms for software engineering,https://dl.acm.org/doi/abs/10.1145/3661167.3661210
Fight fire with fire: How much can we trust ChatGPT on source code-related tasks?,https://ieeexplore.ieee.org/abstract/document/10745266/
Scale: Constructing structured natural language comment trees for software vulnerability detection,https://dl.acm.org/doi/abs/10.1145/3650212.3652124
An investigation into misuse of java security apis by large language models,https://dl.acm.org/doi/abs/10.1145/3634737.3661134
Learning agent-based modeling with LLM companions: Experiences of novices and experts using ChatGPT & NetLogo chat,https://dl.acm.org/doi/abs/10.1145/3613904.3642377
Pitfalls in language models for code intelligence: A taxonomy and survey,https://arxiv.org/abs/2310.17903
Large language model evaluation via multi AI agents: preliminary results,https://arxiv.org/abs/2404.01023
Togll: Correct and strong test oracle generation with llms,https://arxiv.org/abs/2405.03786
Automatically generating UI code from screenshot: A divide-and-conquer-based approach,https://arxiv.org/abs/2406.16386
Leveraging Large Language Model ChatGPT for enhanced understanding of end-user emotions in social media feedbacks,https://bdbanalytics.ir/wp-content/uploads/2025/02/Leveraging-Large-Language-Model-ChatGPT-for-enhanced-understanding-of-end-user-emotions-in-social-media-feedbacks.pdf
Assured Offline LLM-Based Software Engineering,https://dl.acm.org/doi/abs/10.1145/3643661.3643953
Vuleval: Towards repository-level evaluation of software vulnerability detection,https://arxiv.org/abs/2404.15596
Copilot evaluation harness: Evaluating llm-guided software programming,https://arxiv.org/abs/2402.14261
Effectiveness of chatgpt for static analysis: How far are we?,https://dl.acm.org/doi/abs/10.1145/3664646.3664777
System for systematic literature review using multiple ai agents: Concept and an empirical evaluation,https://arxiv.org/abs/2403.08399
Research on WebAssembly Runtimes: A Survey,https://dl.acm.org/doi/abs/10.1145/3714465
Ai coders are among us: Rethinking programming language grammar towards efficient code generation,https://dl.acm.org/doi/abs/10.1145/3650212.3680347
Comparison of static application security testing tools and large language models for repo-level vulnerability detection,https://arxiv.org/abs/2407.16235
Identifying smart contract security issues in code snippets from stack overflow,https://dl.acm.org/doi/abs/10.1145/3650212.3680353
Test Oracle Automation in the era of LLMs,https://dl.acm.org/doi/abs/10.1145/3715107
A survey on employing large language models for text-to-sql tasks,https://arxiv.org/abs/2407.15186
Detecting scams using large language models,https://arxiv.org/abs/2402.03147
Code simulation challenges for large language models,https://arxiv.org/abs/2401.09074
Enhancing large language models for text-to-testcase generation,https://arxiv.org/abs/2402.11910
Multibody models generated from natural language,https://link.springer.com/article/10.1007/s11044-023-09962-0
A prompt learning framework for source code summarization,https://arxiv.org/abs/2312.16066
An Empirical Study on Challenges for LLM Application Developers,https://dl.acm.org/doi/abs/10.1145/3715007
A comprehensive review and assessment of cybersecurity vulnerability detection methodologies,https://www.mdpi.com/2624-800X/4/4/40
A survey of source code search: A 3-dimensional perspective,https://dl.acm.org/doi/abs/10.1145/3656341
When neural code completion models size up the situation: Attaining cheaper and faster completion through dynamic model inference,https://dl.acm.org/doi/abs/10.1145/3597503.3639120
An empirical study of unit test generation with large language models,https://web.eecs.umich.edu/~movaghar/Unit%20Test%20Generation%20LLM%202024.pdf
CyberMetric: a benchmark dataset based on retrieval-augmented generation for evaluating LLMs in cybersecurity knowledge,https://ieeexplore.ieee.org/abstract/document/10679494/
LLMs in Web Development: Evaluating LLM-Generated PHP Code Unveiling Vulnerabilities and Limitations,https://link.springer.com/chapter/10.1007/978-3-031-68738-9_34
Exploring the potential of large language models in self-adaptive systems,https://dl.acm.org/doi/abs/10.1145/3643915.3644088
Gotcha! this model uses my code! evaluating membership leakage risks in code models,https://ieeexplore.ieee.org/abstract/document/10735776/
Chain-of-thought in neural code generation: From and for lightweight language models,https://ieeexplore.ieee.org/abstract/document/10634302/
Llm security guard for code,https://dl.acm.org/doi/abs/10.1145/3661167.3661263
Stall+: Boosting llm-based repository-level code completion with static analysis,https://arxiv.org/abs/2406.10018
The promise and challenges of using LLMs to accelerate the screening process of systematic reviews,https://dl.acm.org/doi/abs/10.1145/3661167.3661172
Reasoning runtime behavior of a program with llm: How far are we?,https://arxiv.org/abs/2403.16437
An empirical study on the effectiveness of large language models for SATD identification and classification,https://link.springer.com/article/10.1007/s10664-024-10548-3
Llm for mobile: An initial roadmap,https://dl.acm.org/doi/abs/10.1145/3708528
When fuzzing meets llms: Challenges and opportunities,https://dl.acm.org/doi/abs/10.1145/3663529.3663784
Leveraging gpt-like llms to automate issue labeling,https://dl.acm.org/doi/abs/10.1145/3643991.3644903
Can gpt-4 replicate empirical software engineering research?,https://dl.acm.org/doi/abs/10.1145/3660767
Mutation-based consistency testing for evaluating the code understanding capability of llms,https://dl.acm.org/doi/abs/10.1145/3644815.3644946
Lms: Understanding code syntax and semantics for code analysis,https://arxiv.org/abs/2305.12138
Knowledge-aware alert aggregation in large-scale cloud systems: a hybrid approach,https://dl.acm.org/doi/abs/10.1145/3639477.3639745
Large language models for mobile gui text input generation: An empirical study,https://arxiv.org/abs/2404.08948
E&v: Prompting large language models to perform static analysis by pseudo-code execution and verification,https://arxiv.org/abs/2312.08477
Llempower: Understanding disparities in the control and access of large language models,https://arxiv.org/abs/2404.09356
"Evaluating large language models: Chatgpt-4, mistral 8x7b, and google gemini benchmarked against mmlu",https://www.techrxiv.org/doi/full/10.36227/techrxiv.170956672.21573677
Are we testing or being tested? exploring the practical applications of large language models in software testing,https://ieeexplore.ieee.org/abstract/document/10638556/
Unveiling code pre-trained models: Investigating syntax and semantics capacities,https://dl.acm.org/doi/abs/10.1145/3664606
Data-driven discovery with large generative models,https://arxiv.org/abs/2402.13610
Beyond words: On large language models actionability in mission-critical risk analysis,https://dl.acm.org/doi/abs/10.1145/3674805.3695401
RepoGraph: Enhancing AI Software Engineering with Repository-level Code Graph,https://arxiv.org/abs/2410.14684
Ai-driven refactoring: A pipeline for identifying and correcting data clumps in git repositories,https://www.mdpi.com/2079-9292/13/9/1644
WaDec: Decompiling WebAssembly Using Large Language Model,https://dl.acm.org/doi/abs/10.1145/3691620.3695020
Guardian: A Runtime Framework for LLM-Based UI Exploration,https://dl.acm.org/doi/abs/10.1145/3650212.3680334
What you need is what you get: Theory of mind for an llm-based code understanding assistant,https://ieeexplore.ieee.org/abstract/document/10795053/
A scalable communication protocol for networks of large language models,https://arxiv.org/abs/2410.11905
Long code arena: a set of benchmarks for long-context code models,https://arxiv.org/abs/2406.11612
On the use of large language models in model-driven engineering,https://link.springer.com/article/10.1007/s10270-025-01263-8
LUNA: A Model-Based Universal Analysis Framework for Large Language Models,https://ieeexplore.ieee.org/abstract/document/10562221/
Ecosystem of large language models for code,https://arxiv.org/abs/2405.16746
The impact of chatgpt on students' learning programming languages,https://link.springer.com/chapter/10.1007/978-3-031-61691-4_14
Reality bites: Assessing the realism of driving scenarios with large language models,https://dl.acm.org/doi/abs/10.1145/3650105.3652296
Mare: Multi-agents collaboration framework for requirements engineering,https://arxiv.org/abs/2405.03256
A solution toward transparent and practical AI regulation: Privacy nutrition labels for open-source generative AI-based applications,https://arxiv.org/abs/2407.15407
Research directions in software supply chain security,https://dl.acm.org/doi/abs/10.1145/3714464
Llm app store analysis: A vision and roadmap,https://dl.acm.org/doi/abs/10.1145/3708530
Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,https://dl.acm.org/doi/abs/10.1145/3691620.3695513
Metmap: Metamorphic testing for detecting false vector matching problems in LLM augmented generation,https://dl.acm.org/doi/abs/10.1145/3650105.3652297
The RealHumanEval: Evaluating Large Language Models' Abilities to Support Programmers,https://arxiv.org/abs/2404.02806
Combining retrieval-augmented generation and few-shot learning for model synthesis of uncommon dsls,https://dl.gi.de/items/2e7293bb-7e2b-4682-9c45-af6022ad9fa5
From code to courtroom: Llms as the new software judges,https://arxiv.org/abs/2503.02246
Model-Driven Approaches for Reverse Engineering - A Systematic Literature Review,https://ieeexplore.ieee.org/abstract/document/10509696/
Codefeater: Using llms to find defeaters in assurance cases,https://dl.acm.org/doi/abs/10.1145/3691620.3695296
Automated categorization of pre-trained models in software engineering: A case study with a Hugging Face dataset,https://dl.acm.org/doi/abs/10.1145/3661167.3661215
Model generation with LLMs: From requirements to UML sequence diagrams,https://ieeexplore.ieee.org/abstract/document/10628665/
A meta-study of software-change intentions,https://dl.acm.org/doi/abs/10.1145/3661484
Exploring large language model for generic and robust state-of-charge estimation of Li-ion batteries: A mixed prompt learning method,https://www.sciencedirect.com/science/article/pii/S0360544224016293
Position: data-driven discovery with large generative models,https://openreview.net/forum?id=5SpjhZNXtt
Interaction2Code: How far are we from automatic interactive webpage generation?,https://arxiv.org/abs/2411.03292
On the generalizability of deep learning-based code completion across programming language versions,https://dl.acm.org/doi/abs/10.1145/3643916.3644411
Don't Complete It! Preventing Unhelpful Code Completion for Productive and Sustainable Neural Code Completion Systems,https://ieeexplore.ieee.org/abstract/document/10172653/
Resolving crash bugs via large language models: An empirical study,https://arxiv.org/abs/2312.10448
Evaluating large language models in detecting test smells,https://arxiv.org/abs/2407.19261
Better debugging: Combining static analysis and llms for explainable crashing fault localization,https://arxiv.org/abs/2408.12070
"Language models for code optimization: Survey, challenges and future directions",https://arxiv.org/abs/2501.01277
An empirical study on developers' shared conversations with ChatGPT in GitHub pull requests and issues,https://link.springer.com/article/10.1007/s10664-024-10540-x
An exploratory investigation into code license infringements in large language model training datasets,https://dl.acm.org/doi/abs/10.1145/3650105.3652298
Software engineering education in the era of conversational AI: current trends and future directions,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2024.1436350/full
Natural language outlines for code: Literate programming in the llm era,https://arxiv.org/abs/2408.04820
Test code generation for telecom software systems using two-stage generative model,https://ieeexplore.ieee.org/abstract/document/10615269/
A catalog of data smells for coding tasks,https://dl.acm.org/doi/abs/10.1145/3707457
Advscanner: Generating adversarial smart contracts to exploit reentrancy vulnerabilities using llm and static analysis,https://dl.acm.org/doi/abs/10.1145/3691620.3695482
Automated test case repair using language models,https://ieeexplore.ieee.org/abstract/document/10883022/
Reasoning and planning with large language models in code development,https://dl.acm.org/doi/abs/10.1145/3637528.3671452
"Chatgpt vs llama: Impact, reliability, and challenges in stack overflow discussions",https://arxiv.org/abs/2402.08801
Evaluating explanations for software patches generated by large language models,https://link.springer.com/chapter/10.1007/978-3-031-48796-5_12
Tdd without tears: Towards test case generation from requirements through deep reinforcement learning,https://arxiv.org/abs/2401.07576
DeepMig: A transformer-based approach to support coupled library and code migrations,https://www.sciencedirect.com/science/article/pii/S0950584924001939
Enabling memory safety of C programs using LLMs,https://arxiv.org/abs/2404.01096
Challenges and Opportunities of LLM-Based Synthetic Personae and Data in HCI,https://dl.acm.org/doi/abs/10.1145/3678884.3681826
"Generative ai for pull request descriptions: Adoption, impact, and developer interventions",https://dl.acm.org/doi/abs/10.1145/3643773
A survey on llm-based code generation for low-resource and domain-specific programming languages,https://arxiv.org/abs/2410.03981
Navigating the pitfalls: Analyzing the behavior of LLMs as a coding assistant for computer science students-a systematic review of the literature,https://ieeexplore.ieee.org/abstract/document/10636140/
The return of formal requirements engineering in the era of large language models,https://link.springer.com/chapter/10.1007/978-3-031-57327-9_22
An industry case study on adoption of ai-based programming assistants,https://dl.acm.org/doi/abs/10.1145/3639477.3643648
Large Language Model-Driven Structured Output: A Comprehensive Benchmark and Spatial Data Generation Framework,https://www.mdpi.com/2220-9964/13/11/405
Codepori: Large-scale system for autonomous software development using multi-agent technology,https://arxiv.org/abs/2402.01411
ALPINE: An adaptive language-agnostic pruning method for language models for code,https://arxiv.org/abs/2407.04147
Can we trust AI agents? An experimental study towards trustworthy LLM-based multi-agent systems for AI ethics,https://arxiv.org/abs/2411.08881
6GSoft: Software for edge-to-cloud continuum,https://ieeexplore.ieee.org/abstract/document/10803321/
Nl2processops: towards LLM-guided code generation for process execution,https://link.springer.com/chapter/10.1007/978-3-031-70418-5_8
Leveraging llms for the quality assurance of software requirements,https://ieeexplore.ieee.org/abstract/document/10628462/
Turbulence: Systematically and automatically testing instruction-tuned large language models for code,https://arxiv.org/abs/2312.14856
Combining Language and App UI Analysis for the Automated Assessment of Bug Reproduction Steps,https://arxiv.org/abs/2502.04251
Which syntactic capabilities are statistically learned by masked language models for code?,https://dl.acm.org/doi/abs/10.1145/3639476.3639768
Gptzoo: A large-scale dataset of gpts for the research community,https://dl.acm.org/doi/abs/10.1145/3691620.3695309
SmartGuard: An LLM-enhanced framework for smart contract vulnerability detection,https://www.sciencedirect.com/science/article/pii/S0957417425001010
FAIL: Analyzing Software Failures from the News Using LLMs,https://dl.acm.org/doi/abs/10.1145/3691620.3695022
Do developers adopt green architectural tactics for ml-enabled systems? a mining software repository study,https://arxiv.org/abs/2410.06708
Open-source AI-based SE tools: opportunities and challenges of collaborative software learning,https://dl.acm.org/doi/abs/10.1145/3708529
Exploring the potential of large language models for improving digital forensic investigation efficiency,https://www.sciencedirect.com/science/article/pii/S2666281724001860
Qualitative Research with Socio-Technical Grounded Theory,https://link.springer.com/content/pdf/10.1007/978-3-031-60533-8.pdf
How secure is AI-generated code: a large-scale comparison of large language models,https://link.springer.com/article/10.1007/s10664-024-10590-1
Lessons from building stackspot ai: A contextualized ai coding assistant,https://dl.acm.org/doi/abs/10.1145/3639477.3639751
Can developers prompt? a controlled experiment for code documentation generation,https://ieeexplore.ieee.org/abstract/document/10795104/
A State-of-the-practice Release-readiness Checklist for Generative AI-based Software Products,https://ieeexplore.ieee.org/abstract/document/10630805/
Towards trustworthy llms for code: A data-centric synergistic auditing framework,https://arxiv.org/abs/2410.09048
Skipanalyzer: A tool for static code analysis with large language models,https://arxiv.org/abs/2310.18532
An empirical study on code review activity prediction and its impact in practice,https://dl.acm.org/doi/abs/10.1145/3660806
Self-sustaining software systems (s4): Towards improved interpretability and adaptation,https://dl.acm.org/doi/abs/10.1145/3643657.3643910
Generative ai and software variability-a research vision,https://dl.acm.org/doi/abs/10.1145/3634713.3634722
Using large language models for commit message generation: A preliminary study,https://ieeexplore.ieee.org/abstract/document/10589767/
"Kodcode: A diverse, challenging, and verifiable synthetic dataset for coding",https://arxiv.org/abs/2503.02951
Software Engineering and Foundation Models: Insights from Industry Blogs Using a Jury of Foundation Models,https://arxiv.org/abs/2410.09012
Optimizing large language model hyperparameters for code generation,https://arxiv.org/abs/2408.10577
Bridging Bug Localization and Issue Fixing: A Hierarchical Localization Framework Leveraging Large Language Models,https://arxiv.org/abs/2502.15292
Geosystems risk and uncertainty: The application of ChatGPT with targeted prompting,https://www.sciencedirect.com/science/article/pii/S2949891024002598
From Idea to Implementation: Evaluating the Influence of Large Language Models in Software Development--An Opinion Paper,https://arxiv.org/abs/2503.07450
Enhancing Fault Localization Through Ordered Code Analysis with LLM Agents and Self-Reflection,https://arxiv.org/abs/2409.13642
Code vulnerability detection: A comparative analysis of emerging large language models,https://arxiv.org/abs/2409.10490
OptLLM: Optimal Assignment of Queries to Large Language Models,https://ieeexplore.ieee.org/abstract/document/10707591/
An Empirical Study on Commit Message Generation using LLMs via In-Context Learning,https://arxiv.org/abs/2502.18904
Repomastereval: Evaluating code completion via real-world repositories,https://arxiv.org/abs/2408.03519
Application of Large Language Models in Cybersecurity: A Systematic Literature Review,https://ieeexplore.ieee.org/abstract/document/10767242/
Hints for generative AI software development,https://ieeexplore.ieee.org/abstract/document/10629164/
Agents4PLC: Automating Closed-loop PLC Code Generation and Verification in Industrial Control Systems using LLM-based Agents,https://arxiv.org/abs/2410.14209
An empirical study on low code programming using traditional vs large language model support,https://arxiv.org/abs/2402.01156
Morescient GAI for software engineering,https://dl.acm.org/doi/abs/10.1145/3709354
Timeless: A vision for the next generation of software development,https://arxiv.org/abs/2411.08507
LLM as Runtime Error Handler: A Promising Pathway to Adaptive Self-Healing of Software Systems,https://arxiv.org/abs/2408.01055
Ai over-hype: A dangerous threat (and how to fix it),https://ieeexplore.ieee.org/abstract/document/10705752/
Knowledge-based Consistency Testing of Large Language Models,https://arxiv.org/abs/2407.12830
The Effects of Depth of Knowledge of a Virtual Agent,https://ieeexplore.ieee.org/abstract/document/10670482/
Decoding Secret Memorization in Code LLMs Through Token-Level Characterization,https://arxiv.org/abs/2410.08858
"May the Source Be with You: On ChatGPT, Cybersecurity, and Secure Coding",https://www.mdpi.com/2078-2489/15/9/572
Leveraging large language models for mobile app review feature extraction,https://arxiv.org/abs/2408.01063
LLM Compiler: Foundation Language Models for Compiler Optimization,https://dl.acm.org/doi/abs/10.1145/3708493.3712691
Can LLMs Obfuscate Code? A Systematic Analysis of Large Language Models into Assembly Code Obfuscation,https://arxiv.org/abs/2412.16135
Large Language Models for Software Engineering: A Systematic Mapping Study,https://link.springer.com/chapter/10.1007/978-3-031-71139-8_5
On the Utility of Domain Modeling Assistance with Large Language Models,https://arxiv.org/abs/2410.12577
Standardization trends on safety and trustworthiness technology for advanced AI,https://arxiv.org/abs/2410.22151
A Code Knowledge Graph-Enhanced System for LLM-Based Fuzz Driver Generation,https://arxiv.org/abs/2411.11532
Automatic instantiation of assurance cases from patterns using large language models,https://arxiv.org/abs/2410.05488
Adaptive Fault Tolerance Mechanisms of Large Language Models in Cloud Computing Environments,https://arxiv.org/abs/2503.12228
Eliciting Problem Specifications via Large Language Models,https://raw.githubusercontent.com/SoarGroup/website-downloads/main/workshops/44/talk.13.pdf
SoK: Understanding Vulnerabilities in the Large Language Model Supply Chain,https://arxiv.org/abs/2502.12497
Evaluating the impact of advanced llm techniques on ai-lecture tutors for a robotics course,https://arxiv.org/abs/2408.04645
Enhancing Source Code Security with LLMs: Demystifying The Challenges and Generating Reliable Repairs,https://arxiv.org/abs/2409.00571
The emergence of large language models in static analysis: A first look through micro-benchmarks,https://dl.acm.org/doi/abs/10.1145/3650105.3652288
The use of large language models for program repair,https://www.sciencedirect.com/science/article/pii/S092054892400120X
Generating specifications from requirements documents for smart devices using large language models (llms),https://link.springer.com/chapter/10.1007/978-3-031-60405-8_7
Promises and perils of using Transformer-based models for SE research,https://www.sciencedirect.com/science/article/pii/S0893608024009961
Exploring the Integration of Large Language Models in Industrial Test Maintenance Processes,https://arxiv.org/abs/2409.06416
Automating materiality assessment with a data-driven document-based approach,https://www.sciencedirect.com/science/article/pii/S2667096824000995
LLM-powered Zero-shot Online Log Parsing,https://ieeexplore.ieee.org/abstract/document/10707403/
Codellm-Devkit: A Framework for Contextualizing Code LLMs with Program Analysis Insights,https://arxiv.org/abs/2410.13007
Automatically Recommend Code Updates: Are We There Yet?,https://dl.acm.org/doi/abs/10.1145/3678167
ChatGPT Chats Decoded: Uncovering Prompt Patterns for Superior Solutions in Software Development Lifecycle,https://dl.acm.org/doi/abs/10.1145/3643991.3645069
A Large-scale Investigation of Semantically Incompatible APIs behind Compatibility Issues in Android Apps,https://arxiv.org/abs/2406.17431
Flexible and secure code deployment in federated learning using large language models: Prompt engineering to enhance malicious code detection,https://ieeexplore.ieee.org/abstract/document/10475813/
Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the Future,https://link.springer.com/chapter/10.1007/978-3-031-86193-2_5
Automated Generation of Code Contracts: Generative AI to the Rescue?,https://dl.acm.org/doi/abs/10.1145/3689484.3690738
"Large language models for generating rules, yay or nay?",https://arxiv.org/abs/2406.06835
Vortex under Ripplet: An Empirical Study of RAG-enabled Applications,https://arxiv.org/abs/2407.05138
Human-In-the-Loop Software Development Agents,https://arxiv.org/abs/2411.12924
Large language model based mutations in genetic improvement,https://link.springer.com/article/10.1007/s10515-024-00473-6
Api pack: A massive multi-programming language dataset for api call generation,https://arxiv.org/abs/2402.09615
Icing on the Cake: Automatic Code Summarization at Ericsson,https://ieeexplore.ieee.org/abstract/document/10795074/
Using large language models to better detect and handle software vulnerabilities and cyber security threats,https://www.researchsquare.com/article/rs-4387414/latest
The Impact of Generative AI on Creativity in Software Development: A Research Agenda,https://dl.acm.org/doi/abs/10.1145/3708523
Context Conquers Parameters: Outperforming Proprietary LLM in Commit Message Generation,https://arxiv.org/abs/2408.02502
Formal requirements engineering and large language models: A two-way roadmap,https://www.sciencedirect.com/science/article/pii/S0950584925000369
Reimagining self-adaptation in the age of large language models,https://ieeexplore.ieee.org/abstract/document/10628416/
CodeRepoQA: A Large-scale Benchmark for Software Engineering Question Answering,https://arxiv.org/abs/2412.14764
Evaluating the cybersecurity robustness of commercial llms against adversarial prompts: A promptbench analysis,https://www.techrxiv.org/doi/full/10.36227/techrxiv.170975411.12532297
Towards Interpreting the Behavior of Large Language Models on Software Engineering Tasks,https://dl.acm.org/doi/abs/10.1145/3639478.3639798
"Creativity, Generative AI, and Software Development: A Research Agenda",https://arxiv.org/abs/2406.01966
CFStra: Enhancing Configurable Program Analysis Through LLM-Driven Strategy Selection Based on Code Features,https://link.springer.com/chapter/10.1007/978-3-031-64626-3_22
Improving Recommender Systems with Large Language Models,https://dl.acm.org/doi/abs/10.1145/3631700.3664919
Pytester: Deep reinforcement learning for text-to-testcase generation,https://www.sciencedirect.com/science/article/pii/S0164121225000494
Evaluating generative language models with prompt engineering for categorizing user stories to its sector domains,https://ieeexplore.ieee.org/abstract/document/10544242/
"LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision and the Road Ahead",https://dl.acm.org/doi/abs/10.1145/3712003
The Future of AI-Driven Software Engineering,https://dl.acm.org/doi/abs/10.1145/3715003
Model review: A PROMISEing opportunity,https://dl.acm.org/doi/abs/10.1145/3617555.3617876
